news_id,company_id,tarih,kaynak,baslik,sentiment
N01211,F00336,2025-08-05,Ekonomim,Yörünge Ticaret Ltd. Şti. hakkında Gaziantep Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01212,F00016,2022-07-11,Hürriyet Ekonomi,"Pusula Enerji Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01213,F00902,2023-12-18,Sözcü,"Bereket Holding Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01214,F00325,2026-08-10,Dünya Gazetesi,"Kıvılcım Grup A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01215,F00608,2026-04-06,Hürriyet Ekonomi,Çınar Turizm A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01216,F01054,2022-06-29,Dünya Gazetesi,"Damla İnşaat Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01217,F01054,2024-06-22,Bloomberg HT,"Damla İnşaat Ltd. Şti., 2024 yılında Tekstil sektöründe 266 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01218,F01054,2023-03-24,Dünya Gazetesi,"Damla İnşaat Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01219,F00791,2026-02-21,Dünya Gazetesi,Nokta Otomotiv Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01220,F00223,2022-10-10,Sözcü,"Berrak Metal A.Ş., 2022 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01221,F00223,2022-11-27,Sözcü,"Berrak Metal A.Ş., 2022 yılında Perakende Ticaret sektöründe 33 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01222,F00223,2022-03-24,Hürriyet Ekonomi,"Berrak Metal A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01223,F00180,2026-05-04,Hürriyet Ekonomi,"Pusula Ticaret A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01224,F00180,2026-08-01,Dünya Gazetesi,"Pusula Ticaret A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01225,F00100,2024-03-14,Bloomberg HT,"Ege Yapı Ltd. Şti., Mersin'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01226,F00522,2025-08-08,Sözcü,"Anka Ticaret Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01227,F00023,2024-07-21,Sözcü,"Berrak Metal Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01228,F00023,2024-11-27,Sözcü,"Berrak Metal Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01229,F00357,2022-05-28,Sözcü,"Kıvılcım Endüstri Ltd. Şti., 2022 yılında Otomotiv sektöründe 371 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01230,F00357,2025-11-27,Dünya Gazetesi,"Kıvılcım Endüstri Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01231,F00734,2025-11-21,Dünya Gazetesi,"Kaptan Yazılım A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01232,F01094,2025-06-30,Sözcü,Bereket Enerji Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01233,F01094,2026-06-23,Sözcü,"Bereket Enerji Ltd. Şti., 2026 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01234,F01094,2023-07-16,Dünya Gazetesi,"Bereket Enerji Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01235,F01112,2025-08-09,Bloomberg HT,"Bahar Ticaret A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01236,F00612,2024-02-29,Ekonomim,"Umut Enerji Ltd. Şti., Adana'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01237,F00612,2026-05-18,Sözcü,"Umut Enerji Ltd. Şti., 2026 yılında Perakende Ticaret sektöründe 170 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01238,F01010,2025-11-28,Ekonomim,"Vadi Danışmanlık A.Ş., 2025 yılında Eğitim sektöründe 424 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01239,F01010,2025-04-21,Dünya Gazetesi,"Vadi Danışmanlık A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01240,F00341,2024-10-21,Sözcü,Sahil Enerji Ltd. Şti. hakkında Adana Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01241,F00341,2022-05-24,Hürriyet Ekonomi,"Sahil Enerji Ltd. Şti., 2022 yılı genel kurul toplantısını Adana'de gerçekleştirdi.",notr
N01242,F00341,2024-07-07,Sözcü,"Sahil Enerji Ltd. Şti., Adana'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01243,F00432,2023-08-14,Sözcü,"Rüzgar İnşaat A.Ş., 2023 yılında Turizm ve Konaklama sektöründe 305 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01244,F00962,2022-11-26,Sözcü,"Aydın Sistem A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01245,F00218,2024-05-06,Bloomberg HT,"Vadi Tarım A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01246,F00204,2026-05-26,Sözcü,"Erguvan Holding Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01247,F00906,2024-09-15,Dünya Gazetesi,"Aydın Holding A.Ş., 2024 yılında Gıda ve İçecek sektöründe 70 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01248,F00906,2023-04-21,Bloomberg HT,"Aydın Holding A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01249,F00923,2026-04-12,Hürriyet Ekonomi,"Sahil Grup Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01250,F00094,2026-04-14,Dünya Gazetesi,"Aydın İnşaat Ltd. Şti., 2026 yılı genel kurul toplantısını Adana'de gerçekleştirdi.",notr
N01251,F00094,2025-02-27,Ekonomim,"Aydın İnşaat Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01252,F00911,2024-03-19,Dünya Gazetesi,Toros Yazılım A.Ş. hakkında Samsun Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01253,F00911,2022-08-12,Dünya Gazetesi,"Toros Yazılım A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01254,F00069,2024-11-22,Bloomberg HT,"Damla Otomotiv Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01255,F00895,2025-10-09,Bloomberg HT,"Bereket Endüstri Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01256,F00895,2026-02-21,Ekonomim,"Bereket Endüstri Ltd. Şti., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N01257,F00285,2023-01-22,Bloomberg HT,"Vadi Enerji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01258,F00285,2026-07-30,Hürriyet Ekonomi,Vadi Enerji Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01259,F00697,2024-10-28,Sözcü,"Kervan Otomotiv Ltd. Şti., 2024 yılında Tarım sektöründe 40 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01260,F00086,2023-09-16,Sözcü,Erguvan Ticaret A.Ş. hakkında İzmir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01261,F00435,2025-12-07,Bloomberg HT,"Aydın Metal Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01262,F00797,2023-02-06,Dünya Gazetesi,"Kıvılcım Tekstil A.Ş., 2023 yılı genel kurul toplantısını Eskişehir'de gerçekleştirdi.",notr
N01263,F00797,2024-02-18,Dünya Gazetesi,"Kıvılcım Tekstil A.Ş., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N01264,F00154,2025-04-13,Dünya Gazetesi,Aydın Enerji Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01265,F00076,2025-03-04,Ekonomim,"Damla Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01266,F00076,2023-02-22,Ekonomim,"Damla Kimya Ltd. Şti., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01267,F01043,2026-06-24,Dünya Gazetesi,"Anka Metal A.Ş., Gaziantep'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01268,F01043,2022-06-09,Hürriyet Ekonomi,"Anka Metal A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01269,F00581,2023-10-18,Hürriyet Ekonomi,"Deniz Gıda A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01270,F00447,2023-11-12,Dünya Gazetesi,"Kaptan Teknoloji Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01271,F00447,2026-01-09,Bloomberg HT,"Kaptan Teknoloji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01272,F00704,2025-04-12,Bloomberg HT,"Sahil Ticaret Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01273,F00704,2022-02-25,Bloomberg HT,"Sahil Ticaret Ltd. Şti., sektör raporlarında Eğitim alanındaki oyunculardan biri olarak yer aldı.",notr
N01274,F00189,2023-09-03,Hürriyet Ekonomi,Bereket Yazılım A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01275,F00272,2025-11-24,Bloomberg HT,"Ege Yapı A.Ş., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01276,F00237,2026-05-07,Sözcü,"Toros Makine Ltd. Şti., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01277,F00488,2025-06-13,Sözcü,"Toprak Danışmanlık A.Ş., 2025 yılında Tekstil sektöründe 348 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01278,F01160,2026-02-16,Ekonomim,"Yıldız Metal A.Ş., 2026 yılı genel kurul toplantısını Denizli'de gerçekleştirdi.",notr
N01279,F01160,2025-12-23,Ekonomim,"Yıldız Metal A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01280,F00560,2025-04-12,Ekonomim,"Doruk Teknoloji A.Ş., 2025 yılında Enerji sektöründe 210 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01281,F00560,2026-02-01,Hürriyet Ekonomi,"Doruk Teknoloji A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01282,F00118,2022-11-29,Sözcü,"Yıldız Danışmanlık Ltd. Şti., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N01283,F00118,2026-04-07,Ekonomim,"Yıldız Danışmanlık Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01284,F00638,2026-05-01,Dünya Gazetesi,"Meridyen Sistem Ltd. Şti., sektör raporlarında Tekstil alanındaki oyunculardan biri olarak yer aldı.",notr
N01285,F01128,2023-02-22,Bloomberg HT,"Damla Kimya Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01286,F00751,2025-08-14,Sözcü,"Mavera Yazılım Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01287,F00751,2023-12-19,Dünya Gazetesi,Mavera Yazılım Ltd. Şti. hakkında Bursa Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01288,F00513,2025-09-27,Sözcü,"Nokta Turizm Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01289,F00513,2022-01-27,Sözcü,"Nokta Turizm Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01290,F00634,2023-04-01,Bloomberg HT,"Umut Grup Ltd. Şti., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N01291,F00634,2022-09-30,Dünya Gazetesi,"Umut Grup Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01292,F00786,2024-03-11,Ekonomim,Kaptan Sistem A.Ş. hakkında Mersin Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01293,F01007,2022-06-22,Bloomberg HT,"Rüzgar Makine A.Ş., sektör raporlarında Otomotiv alanındaki oyunculardan biri olarak yer aldı.",notr
N01294,F00853,2025-09-02,Dünya Gazetesi,"Vadi Enerji Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01295,F00127,2025-12-10,Dünya Gazetesi,"Bahar Endüstri A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01296,F00117,2023-01-11,Ekonomim,"Mavera Lojistik A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01297,F00117,2022-01-25,Hürriyet Ekonomi,"Mavera Lojistik A.Ş., 2022 yılında Eğitim sektöründe 91 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01298,F00117,2026-04-26,Sözcü,"Mavera Lojistik A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01299,F00474,2023-08-24,Bloomberg HT,"Ege Kimya Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01300,F00741,2022-04-09,Sözcü,"Deniz Makine Ltd. Şti., 2022 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N01301,F00741,2024-05-15,Hürriyet Ekonomi,Deniz Makine Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01302,F00993,2024-04-24,Bloomberg HT,"Yıldız Sistem A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01303,F00993,2024-04-12,Ekonomim,"Yıldız Sistem A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01304,F00058,2026-04-19,Sözcü,"Vadi Enerji Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01305,F00604,2024-03-18,Bloomberg HT,"Mavera Yapı Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01306,F00787,2022-02-28,Hürriyet Ekonomi,"Yörünge Makine A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01307,F00787,2025-05-26,Ekonomim,"Yörünge Makine A.Ş., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N01308,F00971,2025-01-07,Sözcü,"Kervan Tarım A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01309,F00657,2025-12-01,Ekonomim,Rüzgar Metal Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01310,F00903,2025-02-16,Sözcü,"Aydın Metal A.Ş., 2025 yılında Perakende Ticaret sektöründe 72 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01311,F00922,2022-05-15,Ekonomim,"Kaptan Teknoloji A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01312,F00922,2022-12-03,Dünya Gazetesi,"Kaptan Teknoloji A.Ş., sektör raporlarında Otomotiv alanındaki oyunculardan biri olarak yer aldı.",notr
N01313,F00106,2024-10-15,Dünya Gazetesi,"Toros Ticaret Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01314,F00106,2023-10-18,Hürriyet Ekonomi,"Toros Ticaret Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01315,F00636,2026-08-14,Sözcü,"Yörünge Makine A.Ş., 2026 yılında Bilişim ve Yazılım sektöründe 367 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01316,F00370,2023-01-08,Bloomberg HT,"Bumerang Yazılım A.Ş., 2023 yılı genel kurul toplantısını Bursa'de gerçekleştirdi.",notr
N01317,F00370,2024-12-08,Sözcü,"Bumerang Yazılım A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01318,F00370,2026-08-09,Sözcü,"Bumerang Yazılım A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01319,F00269,2022-05-01,Ekonomim,"Doğuş Grup A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01320,F00269,2026-03-04,Dünya Gazetesi,"Doğuş Grup A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01321,F00656,2026-05-31,Bloomberg HT,"Damla Lojistik A.Ş., 2026 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01322,F00656,2022-09-29,Sözcü,"Damla Lojistik A.Ş., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01323,F00656,2022-04-11,Sözcü,"Damla Lojistik A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01324,F00047,2026-04-19,Hürriyet Ekonomi,"Bahar Grup Ltd. Şti., 2026 yılında Enerji sektöründe 143 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01325,F00350,2025-04-24,Dünya Gazetesi,"Çınar Lojistik Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01326,F00774,2023-12-07,Hürriyet Ekonomi,Doruk Yazılım Ltd. Şti. hakkında Antalya Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01327,F00774,2023-08-21,Sözcü,"Doruk Yazılım Ltd. Şti., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01328,F00196,2022-05-01,Bloomberg HT,"Ege Turizm Ltd. Şti., 2022 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01329,F00196,2026-05-28,Hürriyet Ekonomi,"Ege Turizm Ltd. Şti., 2026 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01330,F00103,2026-07-26,Dünya Gazetesi,"Toros Tarım A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01331,F00103,2026-01-16,Hürriyet Ekonomi,"Toros Tarım A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01332,F00005,2023-01-15,Sözcü,"Toros Makine A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01333,F00005,2026-06-23,Ekonomim,"Toros Makine A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01334,F00620,2026-01-22,Dünya Gazetesi,Kervan Endüstri Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01335,F00620,2022-06-03,Bloomberg HT,Kervan Endüstri Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01336,F00620,2024-09-05,Ekonomim,"Kervan Endüstri Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01337,F00991,2025-03-10,Dünya Gazetesi,"Yıldız Endüstri A.Ş., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01338,F00053,2022-02-08,Dünya Gazetesi,"Bereket Holding A.Ş., 2022 yılı genel kurul toplantısını Adana'de gerçekleştirdi.",notr
N01339,F00053,2024-10-16,Dünya Gazetesi,"Bereket Holding A.Ş., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N01340,F00264,2022-06-04,Hürriyet Ekonomi,Aydın Enerji A.Ş. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
